epoch,train_loss,val_loss,loss_classifier,loss_box_reg,loss_objectness,loss_rpn_box_reg,training_time_hours
1,0.9827590580158184,0.9099966742992401,0.30051129721839304,0.44767993951620155,0.0692655439261146,0.16530227716357768,0.6748511054118475
2,0.8639989051434763,0.901576235294342,0.2522636313109492,0.4091900673398833,0.05050751226678835,0.15203769363609765,0.6748511054118475
3,0.8198229815067137,0.8834034378528595,0.23650066903133932,0.39450862861997366,0.042818044900460026,0.14599563632936127,0.6748511054118475
4,0.7844387507121994,0.885826742887497,0.2236623575634801,0.38263743985587956,0.03730302385071288,0.14083592711781065,0.6748511054118475
5,0.7555742329170076,0.8870340802669525,0.21380426974100442,0.37184444160520674,0.032880961581355964,0.13704455778283653,0.6748511054118475
6,0.680648257054114,0.8899359624385834,0.18703967800177154,0.34314324315429856,0.025453532887135904,0.12501180242992868,0.6748511054118475
7,0.6640888475513703,0.8948980317115783,0.18133040267300585,0.33644717140083347,0.02358100057923536,0.12273027231691735,0.6748511054118475
8,0.6545930498414502,0.9018690993785858,0.17748845957264292,0.33265222263009303,0.02306309966737566,0.12138926752562848,0.6748511054118475
